number      label  index company count 
10086	 null	 index:0	 company:中国移动客服	 count:0
4001068003	 骚扰电话	 index:10	 company:null	 count:55250
075595511	 保险	 index:2	 company:null	 count:2178
02195512	 保险	 index:2	 company:null	 count:2387
01095510	 保险	 index:2	 company:null	 count:4849
4008839258	 骚扰电话	 index:10	 company:null	 count:20589
10000	 null	 index:0	 company:中国电信客服	 count:0
4001011982	 骚扰电话	 index:10	 company:null	 count:5387
02195511	 保险	 index:2	 company:null	 count:2511
1008611	 null	 index:0	 company:中国移动话费查询	 count:0
02110108888	 保险	 index:2	 company:null	 count:2904
02895510	 保险	 index:2	 company:null	 count:2288
95518	 null	 index:0	 company:中国人民财产保险	 count:0
10010	 null	 index:0	 company:中国联通崇福营业厅	 count:0
4008688888	 null	 index:0	 company:太平人寿网上商城客服电话	 count:0
+0196852202	 诈骗	 index:1	 company:null	 count:3310
666666	 快递	 index:8	 company:null	 count:175
66666	 骚扰电话	 index:10	 company:null	 count:78
4008777777	 null	 index:0	 company:中国人寿客服电话	 count:0
888888	 其他	 index:9	 company:null	 count:181
10016	 null	 index:0	 company:中国联通陕西分公司电话营销专线	 count:0
02895550	 保险	 index:2	 company:null	 count:669
10085	 null	 index:0	 company:移动电话经理	 count:0
045195105132	 诈骗	 index:1	 company:null	 count:5986
02195590	 保险	 index:2	 company:null	 count:723
02138510088	 推销	 index:6	 company:null	 count:418
4000818818	 推销	 index:6	 company:null	 count:11104
02795522	 保险	 index:2	 company:null	 count:1576
02795500	 保险	 index:2	 company:null	 count:603
10088	 其他	 index:9	 company:null	 count:11
68888	 骚扰电话	 index:10	 company:null	 count:72
01095522	 保险	 index:2	 company:null	 count:1102
04008839258	 骚扰电话	 index:10	 company:null	 count:6941
055165198880	 骚扰电话	 index:10	 company:null	 count:588
02138510126	 骚扰电话	 index:10	 company:null	 count:171
+0190852203	 骚扰电话	 index:10	 company:null	 count:372
02995500	 推销	 index:6	 company:null	 count:4573
02759233515
+0196852201	 骚扰电话	 index:10	 company:null	 count:1513
4001060609	 骚扰电话	 index:10	 company:null	 count:103
02138510106
04001068003	 骚扰电话	 index:10	 company:null	 count:2286
688888	 其他	 index:9	 company:null	 count:91
4009668668	 骚扰电话	 index:10	 company:null	 count:951
15369227203
10018	 null	 index:0	 company:客户俱乐部服务热线	 count:0
02110086	 推销	 index:6	 company:null	 count:380
95588	 null	 index:0	 company:工商银行万泰支行	 count:0
02110105555	 推销	 index:6	 company:null	 count:3101
02110100000	 推销	 index:6	 company:null	 count:213
+01901212	 骚扰电话	 index:10	 company:null	 count:8293
02120219999	 骚扰电话	 index:10	 company:null	 count:2771
18771936707
02010131899	 快递	 index:8	 company:null	 count:1466
02096585	 快递	 index:8	 company:null	 count:313
69999	 骚扰电话	 index:10	 company:null	 count:41
95511	 null	 index:0	 company:中国平安保险	 count:0
02161136666	 快递	 index:8	 company:null	 count:155
02010010	 推销	 index:6	 company:null	 count:776
01095595	 快递	 index:8	 company:null	 count:84
13800592107
020116114	 快递	 index:8	 company:null	 count:1008
04765872777
02151319888	 保险	 index:2	 company:null	 count:810
0294008005800	 骚扰电话	 index:10	 company:null	 count:3895
051295511	 保险	 index:2	 company:null	 count:28
66888	 骚扰电话	 index:10	 company:null	 count:38
05356303456	 骚扰电话	 index:10	 company:null	 count:2771
118114	 null	 index:0	 company:2010年武汉市中考成绩查询热线	 count:0
04001011982	 骚扰电话	 index:10	 company:null	 count:937
02195550	 保险	 index:2	 company:null	 count:176
059138168809	 骚扰电话	 index:10	 company:null	 count:2742
100003	 快递	 index:8	 company:null	 count:117
02895568	 推销	 index:6	 company:null	 count:140
051595510	 骚扰电话	 index:10	 company:null	 count:4330
+17901
04762891136	 骚扰电话	 index:10	 company:null	 count:161
01053256293	 骚扰电话	 index:10	 company:null	 count:178
12530999	 骚扰电话	 index:10	 company:null	 count:1250
67777	 诈骗	 index:1	 company:null	 count:23
4008305555	 null	 index:0	 company:德邦物流客服电话	 count:0
66999	 骚扰电话	 index:10	 company:null	 count:22
4008000111	 保险	 index:2	 company:null	 count:962
075510010	 推销	 index:6	 company:null	 count:547
+0190852213	 骚扰电话	 index:10	 company:null	 count:1323
10011	 null	 index:0	 company:中国联通充值电话	 count:0
052788105500	 推销	 index:6	 company:null	 count:44
18402940000	 骚扰电话	 index:10	 company:null	 count:167
65555	 骚扰电话	 index:10	 company:null	 count:24
04762891133	 诈骗	 index:1	 company:null	 count:186
0118114	 推销	 index:6	 company:null	 count:1976
4008695508	 诈骗	 index:1	 company:null	 count:2090
075528560888	 其他	 index:9	 company:null	 count:138
075561555796	 骚扰电话	 index:10	 company:null	 count:216
04762891135	 骚扰电话	 index:10	 company:null	 count:124
075529614599	 骚扰电话	 index:10	 company:null	 count:631
02160437437	 骚扰电话	 index:10	 company:null	 count:456
4008001008	 null	 index:0	 company:友邦保险	 count:0
075561115783	 骚扰电话	 index:10	 company:null	 count:348
075561115786	 骚扰电话	 index:10	 company:null	 count:245
057423629857	 骚扰电话	 index:10	 company:null	 count:787
61111	 骚扰电话	 index:10	 company:null	 count:25
02160437461	 骚扰电话	 index:10	 company:null	 count:426
02160437485	 骚扰电话	 index:10	 company:null	 count:418
4008000000	 推销	 index:6	 company:null	 count:473
057187153588	 推销	 index:6	 company:null	 count:496
02160437414	 骚扰电话	 index:10	 company:null	 count:433
668888	 快递	 index:8	 company:null	 count:50
05552960040
12590158	 推销	 index:6	 company:null	 count:1406
05552960041
075561552500	 骚扰电话	 index:10	 company:null	 count:298
051210086	 推销	 index:6	 company:null	 count:444
625175
02495508	 推销	 index:6	 company:null	 count:393
666888	 快递	 index:8	 company:null	 count:46
0125903160	 骚扰电话	 index:10	 company:null	 count:1216
02195559	 推销	 index:6	 company:null	 count:699
075533688542	 骚扰电话	 index:10	 company:null	 count:205
02138130003	 快递	 index:8	 company:null	 count:86
051588232283	 骚扰电话	 index:10	 company:null	 count:477
075561555795	 骚扰电话	 index:10	 company:null	 count:205
057610086	 推销	 index:6	 company:null	 count:299
01095542	 推销	 index:6	 company:null	 count:16252
075510016	 推销	 index:6	 company:null	 count:755
02910109600	 推销	 index:6	 company:null	 count:6042
4001880588	 推销	 index:6	 company:null	 count:5533
051285660889	 推销	 index:6	 company:null	 count:592
10001	 null	 index:0	 company:中国电信自助服务热线	 count:0
4001111111	 null	 index:0	 company:和谐健康客服电话	 count:0
075561578989	 骚扰电话	 index:10	 company:null	 count:190
95522
4001023882	 骚扰电话	 index:10	 company:null	 count:4669
